"","user_id","status_id","created_at","screen_name","text","source","lon","lat","Full Address","statename"
"166","47798025","1102256109237215232",2019-03-03 17:15:10,"EBmedicine","#FluSeason is upon us...make sure you know the complications associated with influenza, described in detail in the December issue of #EMpractice. #EBMedicine https://t.co/dNn9UQvqbP","SEMrush Social Media Tool",-84.2135309,33.9412127,"87 S Peachtree St, Norcross, GA 30071, USA","Georgia"
"167","47798025","1104083113003618305",2019-03-08 18:15:01,"EBmedicine","#Tamiflu (oseltamivir) is the most common ""treatment"" for #influenza, and a 2015 meta-analysis  found a 21% shorter time to alleviation of symptoms than no treatment at all. #EBMedicine https://t.co/6uEoQYFJ5q","SEMrush Social Media Tool",-84.2135309,33.9412127,"87 S Peachtree St, Norcross, GA 30071, USA","Georgia"
"168","47798025","1102916687857418241",2019-03-05 13:00:04,"EBmedicine","Chemoprophylaxis for #influenza? It is indicated in certain cases. The December issue of #EMpractice covers this treatment and many others. #EBMedicine https://t.co/BSdDWfalP0","SEMrush Social Media Tool",-84.2135309,33.9412127,"87 S Peachtree St, Norcross, GA 30071, USA","Georgia"
"169","47798025","1103279089157328896",2019-03-06 13:00:07,"EBmedicine","A 2014 meta-analysis noted REDUCED MORTALITY when #influenza is treated within 2 days of the onset of symptoms. #EBMedicine #emergencymedicine https://t.co/xbcbXw2hO1","SEMrush Social Media Tool",-84.2135309,33.9412127,"87 S Peachtree St, Norcross, GA 30071, USA","Georgia"
"171","25966005","1104081297016643584",2019-03-08 18:07:48,"NancyLamWraps","Type A Influenza SUCKS!
that is all.....","Facebook",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"174","247440816","1104078393694478336",2019-03-08 17:56:16,"OriconAilin814","@Loki_Lego @brielarson Can’t wait to hear how it is!  I am in bed sick with Influenza, so can’t go til next week.  😔","Twitter for iPhone",-106.4850217,31.7618778,"300 N Campbell St, El Paso, TX 79901, USA","Texas"
"175","24896845","1104077582775906304",2019-03-08 17:53:03,"VenablesBell","Annie Dodge Wauneka: The first Native American to win the Freedom Medal, she worked to improve the Navajo communities education and health. When she was just EIGHT-YEARS-OLD during an influenza outbreak in her community she jumped in to help the adults tend to other kids. https://t.co/xJCcAS3YCJ","Twitter Web Client",-122.4194155,37.7749295,"Unnamed Road, San Francisco, CA 94102, USA","California"
"178","109270338","1101532686815031296",2019-03-01 17:20:32,"DVGoldCoast","* Flu Deaths * The flu continues to be a scourge in Connecticut, with several more influenza-related deaths reported statewide. #DailyVoice. https://t.co/InQmqzR4hi","Social Media Posting Toolkit",-73.4081575,41.117744,"85 East Ave, Norwalk, CT 06851, USA","Connecticut"
"179","109270338","1104075621888679937",2019-03-08 17:45:15,"DVGoldCoast","* Flu Deaths * The flu continues to be a scourge in Connecticut, with several more influenza-related deaths reported statewide. #DailyVoice. https://t.co/pR7LORZBeP","Social Media Posting Toolkit",-73.4081575,41.117744,"85 East Ave, Norwalk, CT 06851, USA","Connecticut"
"180","130627841","1101532685812547586",2019-03-01 17:20:32,"DVBridgeport","* Flu Deaths * The flu continues to be a scourge in Connecticut, with several more influenza-related deaths reported statewide. #DailyVoice. https://t.co/2g8jYLhRoV","SPTK: DVBridgeport",-73.1894384,41.1792258,"108 Fairfield Ave, Bridgeport, CT 06604, USA","Connecticut"
"181","130627841","1104075620244512769",2019-03-08 17:45:15,"DVBridgeport","* Flu Deaths * The flu continues to be a scourge in Connecticut, with several more influenza-related deaths reported statewide. #DailyVoice. https://t.co/8sK6iaNmXG","SPTK: DVBridgeport",-73.1894384,41.1792258,"108 Fairfield Ave, Bridgeport, CT 06604, USA","Connecticut"
"182","130632074","1104075617509785600",2019-03-08 17:45:14,"DVFairfield_N","* Flu Deaths * The flu continues to be a scourge in Connecticut, with several more influenza-related deaths reported statewide. #DailyVoice. https://t.co/pmNgDU9KmJ","SPTK: DVFairfield_N",-73.4378988,41.1953739,"80 Ridgefield Rd, Wilton, CT 06897, USA","Connecticut"
"183","130632074","1101532684898234370",2019-03-01 17:20:32,"DVFairfield_N","* Flu Deaths * The flu continues to be a scourge in Connecticut, with several more influenza-related deaths reported statewide. #DailyVoice. https://t.co/EZbloaR6I9","SPTK: DVFairfield_N",-73.4378988,41.1953739,"80 Ridgefield Rd, Wilton, CT 06897, USA","Connecticut"
"184","1355864317","1104075610765303809",2019-03-08 17:45:12,"NerdettePodcast","Are people in your office getting sick? 

It's probably because of all the sick people in your office. 

We talk colds, influenza, and HOW TO AVOID SICKNESS on a new Nerdette. https://t.co/x7RCQ3R56S","Hootsuite Inc.",-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA","Illinois"
"185","265400613","1104074692485357576",2019-03-08 17:41:34,"donaldhackett","64 influenza-associated pediatric deaths confirmed during the 2018-2019 flu season

https://t.co/Itr1vvoA8h

#pharmacy #fluShots
#mHealth #hcsm #digitalHealth https://t.co/vsT6Ch0vkt","Twitter Web Client",-95.3698028,29.7604267,"998 Bagby St, Houston, TX 77002, USA","Texas"
"186","265400613","1101553649233346561",2019-03-01 18:43:50,"donaldhackett","CDC Flu News for March 1, 2019
https://t.co/ZgiWzUSGxr

56  #influenza-associated  #pediatric deaths have been confirmed during the 2018-2019 flu season

#pharmacy #mHealth #hcsm #fluShots #vaccine https://t.co/l4rNx3ekYK","Twitter Web Client",-95.3698028,29.7604267,"998 Bagby St, Houston, TX 77002, USA","Texas"
"187","265400613","1103700651865972736",2019-03-07 16:55:15,"donaldhackett","197 Mumps Cases Reported at 3 ICE Facilities During 2019

https://t.co/ZlUcKmry2S

#ICE confirmed 51 facilities have reported investigations into  #mumps,  #chickenpox, and #influenza over the past year

#hcsm #mHealth #MMR #vaccine https://t.co/OKfmZM0wT2","Twitter Web Client",-95.3698028,29.7604267,"998 Bagby St, Houston, TX 77002, USA","Texas"
"188","392972400","1104073845022040065",2019-03-08 17:38:12,"PIDSociety","Terrific discussion of the impact of obesity on influenza viral host-pathogen interactions with Dr Stacey Schultz-Cherry (@StJude) We also learned that ferrets love sucrose water! #PIDSatStJude https://t.co/6GWzf4wcq3","Twitter for iPhone",-77.0909809,38.8816208,"715 N Edgewood St, Arlington, VA 22201, USA","Virginia"
"189","392972400","1101578770199134208",2019-03-01 20:23:39,"PIDSociety","Preliminary data from CDC’s influenza surveillance reports estimate over 20.4 million flu illnesses, 16,400 flu deaths, 252,000 flu hospitalizations and 9.5 million flu medical visits in the USA. https://t.co/KXY7jGfTXn #flu #influenza #death #hospitalization #ILI #vaccination https://t.co/6qoGt8L9dA","Twitter Web Client",-77.0909809,38.8816208,"715 N Edgewood St, Arlington, VA 22201, USA","Virginia"
"190","66776059","1104071875792121856",2019-03-08 17:30:22,"fabricdragon","https://t.co/yjaVWrrtWN  #plague #influenza #Ebola #pandemic #History","Twitter Web Client",-75.1652215,39.9525839,"1500 PA-3, Philadelphia, PA 19102, USA","Pennsylvania"
"191","66776059","1104072113596624898",2019-03-08 17:31:19,"fabricdragon","https://t.co/KqXhnKCKG1  #plague #pandemic #influenza #Ebola #measles #Funding #History","Twitter Web Client",-75.1652215,39.9525839,"1500 PA-3, Philadelphia, PA 19102, USA","Pennsylvania"
"192","939502202472812544","1104065780923142146",2019-03-08 17:06:09,"manjikarandikar","Interesting work on the relationship between obesity and influenza #PIDSatStJude https://t.co/oIAVcmgOV4","Twitter for Android",-122.4194155,37.7749295,"Unnamed Road, San Francisco, CA 94102, USA","California"
"193","25647579","1104065333227339776",2019-03-08 17:04:22,"gordonhochhalte","Superconnectors come in five flavors: Influencer Influenza  https://t.co/64DixsKT65","SocialOomph",-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA","Illinois"
"194","46185753","1104064756137250816",2019-03-08 17:02:05,"RTmagazine","The common cold is very different from #influenza, but the public isn't aware of the differences https://t.co/Z9ttY4CWuZ","Buffer",-118.2436849,34.0522342,"106 W 1st St, Los Angeles, CA 90012, USA","California"
"195","46185753","1103762502394015746",2019-03-07 21:01:02,"RTmagazine","FDA accepts application for Xofluza #influenza treatment https://t.co/an3FFwTlKw","Buffer",-118.2436849,34.0522342,"106 W 1st St, Los Angeles, CA 90012, USA","California"
"196","194725635","1104063965074726913",2019-03-08 16:58:56,"LJLMD","Equine influenza found in Tennessee horses - https://t.co/I0A3ECJP0u","Twitter for Android",-86.7816016,36.1626638,"201 6th Ave N, Nashville, TN 37219, USA","Tennessee"
"198","53502240","1104061716676128768",2019-03-08 16:50:00,"vtdigger","Health officials this week recorded Vermont's first pediatric influenza death since 2003
https://t.co/mwGiB1Y9fi","TweetDeck",-72.5753869,44.2600593,"3 E State St, Montpelier, VT 05602, USA","Vermont"
"199","14715573","1104061007188631552",2019-03-08 16:47:11,"WSMV","Officials are warning horse owners about how to prevent the equine influenza virus from spreading in Tennessee https://t.co/jErP1ppz3f","TweetDeck",-86.7816016,36.1626638,"201 6th Ave N, Nashville, TN 37219, USA","Tennessee"
"202","2876663831","1104060833263427584",2019-03-08 16:46:29,"ATS_Assemblies","Join @ATS_AII for a comprehensive JC “Lung gd T Cells Mediate Protective Responses during Neonatal Influenza Infection that Are Associated with Type 2 Immunity” Tue, March 12, 2019 at 1pm ET.  #Neonatal #Influenza #Infection #immunology

Register here: https://t.co/ZwX9OZB5r9 https://t.co/rOBRZkTos6","Twitter Web Client",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"203","34280715","1104057844154974209",2019-03-08 16:34:37,"FOXNashville","State Veterinarian: Several Tennessee horses infected with Influenza Virus. https://t.co/xoCyuMQIKx https://t.co/H6FjUZ55SW","Twitter Web Client",-86.7816016,36.1626638,"201 6th Ave N, Nashville, TN 37219, USA","Tennessee"
"204","768749595602059268","1104056876239589376",2019-03-08 16:30:46,"TamuliHealth","A pill to banish influenza in the works as scientists invent drug mimicking the immune system  #healthnews https://t.co/ORJhKSM61T","TamuliHealthNew",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"205","467966784","1104056800645648384",2019-03-08 16:30:28,"InThePastLane","Catch my interview w/ Nancy Bristow about her book, “American Pandemic: The Lost Worlds of the 1918 Influenza Epidemic” 
https://t.co/vwCKtNiFDP #ushistory #AmericanHistory #APUSH, #AfAmHist #WW1 #WoodrowWilson #WW1Centenary #InfluenzaPandemic #MedHist #HistoryPodcast #trypod https://t.co/KXroGe7Y58","Meet Edgar",-71.8634062,42.3517585,"1218 Main St, Holden, MA 01520, USA","Massachusetts"
"206","48788453","1104052737480818688",2019-03-08 16:14:19,"bermaninstitute","Collaborative efforts to forecast seasonal influenza in the United States, 2015–2016 | Scientific Reports https://t.co/YtvXIFzKeF","Twitter Web Client",-76.6121893,39.2903848,"201 E Fayette St, Baltimore, MD 21202, USA","Maryland"
"207","15741370","1104051484268916736",2019-03-08 16:09:20,"newschannelnine","JUST IN: Equine influenza detected in Tennessee, horse owners urged to take precautions: https://t.co/4drnLFDNqq","Twitter Web Client",-85.3096801,35.0456297,"10 W M.L.K. Blvd, Chattanooga, TN 37402, USA","Tennessee"
"212","228241061","1103075249992749056",2019-03-05 23:30:08,"sickweather","Between 5% and 20% of people in the U.S. get the #flu each year. Get #vaccinated today and learn more about flu prevention and treatments here --&gt; https://t.co/t1A6TZsPS8! https://t.co/kUDNMTOcBk","Hootsuite Inc.",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"213","228241061","1104047272990511105",2019-03-08 15:52:36,"sickweather","For more than a decade now, two scientists have been trying to create a deadly human pathogen from avian influenza. That's right: they are trying to turn #birdflu, which does not normally infect people, into a human #flu. #FluFactFriday
https://t.co/rfaMsV61lo","Hootsuite Inc.",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"215","257709261","1104044560194392064",2019-03-08 15:41:49,"theriw","@MuscuttRachel @NIKKISM27628917 @SheriffChody @El_Influenza You are a girl after my own heart! If I had the funds I would adopt every 3 legged, blind, and scooter bound dog I could. Also absolutely obsessed with goats and sheep! Goats are so crazy funny! And sheep are underrated! https://t.co/aY3O60ZyqF","Twitter for Android",-76.6412712,39.0457549,"1175-1177 Goldfinch Ln, Millersville, MD 21108, USA","Maryland"
"223","2571346585","1104036040170504193",2019-03-08 15:07:58,"MedicareFAQ","What #Vaccines Does #Medicare Part D Cover? #PDP #influenza #shingles #tetanus #pneumonia https://t.co/NMtv0mDCqw","CoSchedule",-82.8001026,27.9658533,"432 Cleveland St, Clearwater, FL 33755, USA","Florida"
"224","282805521","1104035359866974209",2019-03-08 15:05:16,"PharPoint","Compared to most disease-causing viruses, influenza is a particularly hard nut to crack. To evade the flu virus, we need a different vaccine each year which, even at its most effective, can fail to protect against all strains of the virus.
Why?: https://t.co/PbRZLOY0v8 https://t.co/TNBwKmJ0Up","Hootsuite Inc.",-78.898619,35.9940329,"201 E Main St, Durham, NC 27701, USA","North Carolina"
"226","247351807","1103686831588159488",2019-03-07 16:00:20,"NFIDvaccines","So far this #flu season, 45 people have died of influenza-related issues in San Diego County https://t.co/cUH8Wb0WzV via @nbcsandiego #GetVaccinated #FightFlu https://t.co/sRSmqYQ546","Hootsuite Inc.",-77.0947092,38.984652,"7498 Wisconsin Ave, Bethesda, MD 20814, USA","Maryland"
"227","247351807","1104034311253250055",2019-03-08 15:01:06,"NFIDvaccines","Bad #flu seasons test US hospitals https://t.co/xPu3XfOwsq via @GoHealio #FightFlu https://t.co/CWyI8SKQWX","Hootsuite Inc.",-77.0947092,38.984652,"7498 Wisconsin Ave, Bethesda, MD 20814, USA","Maryland"
"228","247351807","1102225911624224774",2019-03-03 15:15:10,"NFIDvaccines","Senior Life: Did you know #influenza complications can include heart attack and stroke? https://t.co/cDzn7f21K6 #GetVaccinated to help #FightFlu https://t.co/MFO7oIHr2C","Hootsuite Inc.",-77.0947092,38.984652,"7498 Wisconsin Ave, Bethesda, MD 20814, USA","Maryland"
"229","247351807","1102626089866874884",2019-03-04 17:45:20,"NFIDvaccines","Leading global experts will share cutting-edge research on #vaccine hesitancy &amp; new vaccines to prevent #Zika, #dengue, #influenza, &amp; #AntimicrobialResistance at the 2019 #NFID Annual Conference on Vaccinology Research, April 3-5, 2019 https://t.co/CNU0m5TikU #ACVR https://t.co/0IsKTGMpve","Hootsuite Inc.",-77.0947092,38.984652,"7498 Wisconsin Ave, Bethesda, MD 20814, USA","Maryland"
"232","735570269176094720","1103875654129315840",2019-03-08 04:30:39,"TarmoKat","@elioftheveil Ahhhhhhhh that would do it then 😔 actual influenza or stomach flu? Zofran is prescription but you can also do something like doxylamine or diphenhydramine for nausea, they tend to knock me out though.","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"233","735570269176094720","1104025960612089856",2019-03-08 14:27:55,"TarmoKat","@elioftheveil Ugh I’m so sorry. I had influenza in January and was miserable.","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
